"faa","name","state","lat","lon","alt","tz","tzone"
"SDX","Sedona","Arizona",34.848628,-111.788472,4830,-7,"America/Phoenix"
"SDY","Sidney-Richland Municipal Airport","Montana",47.706944,-104.1925,1984,-7,"America/Denver"
"SEA","Seattle Tacoma Intl","Washington",47.449,-122.309306,433,-8,"America/Los_Angeles"
"SEE","Gillespie","California",32.8262222,-116.9724444,388,-8,"America/Los_Angeles"
"SEF","Regional - Hendricks AAF","Florida",27.456389,-81.342222,63,-5,"America/New_York"
"SEM","Craig Fld","Alabama",32.343947,-86.987803,166,-6,"America/Chicago"
"SES","Selfield Airport","Alabama",32.4404,-86.9522,131,-6,"America/Chicago"
"SFB","Orlando Sanford Intl","Florida",28.777639,-81.237489,55,-5,"America/New_York"
"SFF","Felts Fld","Washington",47.682819,-117.322558,1953,-8,"America/Los_Angeles"
"SFM","Sanford Regional","Maine",43.39383,-70.708,244,-5,"America/New_York"
"SFO","San Francisco Intl","California",37.618972,-122.374889,13,-8,"America/Los_Angeles"
"SFZ","North Central State","Rhode Island",41.920764,-71.491381,441,-5,"America/New_York"
"SGF","Springfield Branson Natl","Missouri",37.245667,-93.388639,1268,-6,"America/Chicago"
"SGH","Springfield-Beckly Municipal Airport","Ohio",39.8402778,-83.8401667,1051,-5,"America/New_York"
"SGJ","St. Augustine Airport","Florida",29.95925,-81.3397222,10,-5,"America/New_York"
"SGR","Sugar Land Regional Airport","Texas",29.62225,-95.6565278,82,-6,"America/Chicago"
"SGU","St George Muni","Utah",37.090583,-113.593056,2941,-7,"America/Denver"
"SGY","Skagway Airport","Alaska",59.4601,-135.316,44,-9,"America/Anchorage"
"SHD","Shenandoah Valley Regional Airport","Virginia",38.263889,-78.896389,1201,-5,"America/New_York"
"SHG","Shungnak Airport","Alaska",66.888056,-157.1625,197,-9,"America/Anchorage"
"SHH","Shishmaref Airport","Alaska",66.2496,-166.089,12,-9,"America/Anchorage"
"SHR","Sheridan County Airport","Wyoming",44.7692,-106.98,4021,-7,"America/Denver"
"SHV","Shreveport Rgnl","Louisiana",32.446629,-93.8256,258,-6,"America/Chicago"
"SHX","Shageluk Airport","Alaska",62.692222,-159.569167,79,-9,"America/Anchorage"
"SIK","Sikeston Memorial Municipal","Missouri",36.8988889,-89.56175,315,-6,"America/Chicago"
"SIT","Sitka Rocky Gutierrez","Alaska",57.047138,-135.361611,21,-9,"America/Anchorage"
"SJC","Norman Y Mineta San Jose Intl","California",37.3626,-121.929022,62,-8,"America/Los_Angeles"
"SJT","San Angelo Rgnl Mathis Fld","Texas",31.35775,-100.496306,1919,-6,"America/Chicago"
"SKA","Fairchild Afb","Washington",47.615058,-117.655772,2461,-8,"America/Los_Angeles"
"SKF","Lackland Afb Kelly Fld Annex","Texas",29.384228,-98.581108,691,-6,"America/Chicago"
"SKK","Shaktoolik Airport","Alaska",64.371111,-161.223889,24,-9,"America/Anchorage"
"SKY","Griffing Sandusky","Ohio",41.433361,-82.652333,580,-5,"America/New_York"
"SLC","Salt Lake City Intl","Utah",40.788389,-111.977772,4227,-7,"America/Denver"
"SLE","McNary Field","Oregon",44.9095,-123.003,214,-8,"America/Los_Angeles"
"SLK","Adirondack Regional Airport","New York",44.3853,-74.2062,1663,-5,"America/New_York"
"SLN","Salina Municipal Airport","Kansas",38.791,-97.6522,1288,-6,"America/Chicago"
"SLQ","Sleetmute Airport","Alaska",61.700566,-157.165833,190,-9,"America/Anchorage"
"SMD","Smith Fld","Indiana",41.143353,-85.152778,834,-5,"America/New_York"
"SME","Lake Cumberland Regional Airport","Kentucky",37.053611,-84.615556,927,-5,"America/New_York"
"SMF","Sacramento Intl","California",38.695417,-121.590778,27,-8,"America/Los_Angeles"
"SMK","St. Michael Airport","Alaska",63.49,-162.110278,98,-9,"America/Anchorage"
"SMN","Lemhi County Airport","Idaho",45.123889,-113.881389,4043,-7,"America/Denver"
"SMO","Santa Monica Municipal Airport","California",34.0158333,-118.4513056,177,-8,"America/Los_Angeles"
"SMX","Santa Maria Pub Cpt G Allan Hancock Airport","California",34.8989,-120.457,261,-8,"America/Los_Angeles"
"SNA","John Wayne Arpt Orange Co","California",33.675667,-117.868222,56,-8,"America/Los_Angeles"
"SNP","St Paul Island","Alaska",57.167333,-170.220444,63,-9,"America/Anchorage"
"SNY","Sidney Muni Airport","Nebraska",41.10167,-102.985,4313,-7,"America/Denver"
"SOP","Moore County Airport","North Carolina",35.2376111,-79.3887958,455,-5,"America/New_York"
"SOW","Show Low Regional Airport","Arizona",34.265556,-110.005556,6415,-7,"America/Phoenix"
"SPB","Scappoose Industrial Airpark","Oregon",45.771028,-122.861833,58,-8,"America/Los_Angeles"
"SPF","Black Hills Airport-Clyde Ice Field","South Dakota",44.4811407,-103.7860053,3931,-7,"America/Denver"
"SPG","Albert Whitted","Florida",27.765111,-82.626972,7,-5,"America/New_York"
"SPI","Abraham Lincoln Capital","Illinois",39.8441,-89.677889,597,-6,"America/Chicago"
"SPS","Sheppard Afb Wichita Falls Muni","Texas",33.988797,-98.491894,1019,-6,"America/Chicago"
"SPW","Spencer Muni","Iowa",43.165527,-95.202805,1339,-6,"America/Chicago"
"SPZ","Silver Springs Airport","Nevada",39.4030278,-119.2511944,4269,-8,"America/Los_Angeles"
"SQL","San Carlos Airport","California",37.511944,-122.249444,5,-8,"America/Los_Angeles"
"SRQ","Sarasota Bradenton Intl","Florida",27.395444,-82.554389,30,-5,"America/New_York"
"SRR","Sierra Blanca Regional Airport","New Mexico",33.46285,-105.534751,6814,-7,"America/Denver"
"SRV","Stony River 2 Airport","Alaska",61.7875,-156.591111,230,-9,"America/Anchorage"
"SSC","Shaw Afb","South Carolina",33.972719,-80.470564,242,-5,"America/New_York"
"SSI","McKinnon Airport","Georgia",31.1519722,-81.3910556,19,-5,"America/New_York"
"STC","Saint Cloud Regional Airport","Minnesota",45.546556,-94.059889,1031,-6,"America/Chicago"
"STE","Stevens Point Municipal Airport","Wisconsin",44.5451356,-89.5302844,1110,-6,"America/Chicago"
"STG","St. George Airport","Alaska",56.577222,-169.663611,125,-9,"America/Anchorage"
"STJ","Rosecrans Mem","Missouri",39.771944,-94.909706,826,-6,"America/Chicago"
"STK","Sterling Municipal Airport","Colorado",40.6153136,-103.2648454,4040,-7,"America/Denver"
"STL","Lambert St Louis Intl","Missouri",38.748697,-90.370028,618,-6,"America/Chicago"
"STS","Charles M Schulz Sonoma Co","California",38.508978,-122.81288,125,-8,"America/Los_Angeles"
"SUA","Witham Field Airport","Florida",27.1816996,-80.221294,16,-5,"America/New_York"
"SUE","Door County Cherryland Airport","Wisconsin",44.8436667,-87.4215556,725,-6,"America/Chicago"
"SUN","Friedman Mem","Idaho",43.504444,-114.296194,5320,-7,"America/Denver"
"SUS","Spirit Of St Louis","Missouri",38.662119,-90.652044,463,-6,"America/Chicago"
"SUU","Travis Afb","California",38.262692,-121.927464,62,-8,"America/Los_Angeles"
"SUX","Sioux Gateway Col Bud Day Fld","Iowa",42.402603,-96.384367,1098,-6,"America/Chicago"
"SVA","Savoonga Airport","Alaska",63.6864,-170.493,53,-9,"America/Anchorage"
"SVC","Grant County Airport","New Mexico",32.6365,-108.156,5446,-7,"America/Denver"
"SVH","Regional Airport","North Carolina",35.7649958,-80.9538958,968,-5,"America/New_York"
"SVN","Hunter Aaf","Georgia",32.01,-81.145683,42,-5,"America/New_York"
"SVW","Sparrevohn Lrrs","Alaska",61.097369,-155.574228,1583,-9,"America/Anchorage"
"SWD","Seward Airport","Alaska",60.1269383,-149.4188122,22,-9,"America/Anchorage"
"SWF","Stewart Intl","New York",41.504094,-74.104839,491,-5,"America/New_York"
"SXP","Sheldon Point Airport","Alaska",62.520556,-164.847778,12,-9,"America/Anchorage"
"SXQ","Soldotna Airport","Alaska",60.4749583,-151.0382389,113,-9,"America/Anchorage"
"SYA","Eareckson As","Alaska",52.712275,174.11362,98,-9,"America/Anchorage"
"SYB","Seal Bay Seaplane Base","Alaska",58.166667,-152.5,0,-9,"America/Anchorage"
"SYR","Syracuse Hancock Intl","New York",43.111187,-76.106311,421,-5,"America/New_York"
"SZL","Whiteman Afb","Missouri",38.730306,-93.547864,870,-6,"America/Chicago"
"TAL","Tanana Airport","Alaska",65.179556,-152.075833,207,-9,"America/Anchorage"
"TAN","Taunton Municipal Airport - King Field","Massachusetts",41.8744017,-71.0166453,43,-5,"America/New_York"
"TBN","Waynesville Rgnl Arpt At Forney Fld","Missouri",37.741631,-92.140736,1159,-6,"America/Chicago"
"TCC","Tucumcari Muni","New Mexico",35.182777,-103.603186,4065,-7,"America/Denver"
"TCL","Tuscaloosa Rgnl","Alabama",33.220627,-87.611403,170,-6,"America/Chicago"
"TCM","Mc Chord Afb","Washington",47.137678,-122.476475,322,-8,"America/Los_Angeles"
"TCS","Truth Or Consequences Muni","New Mexico",33.236944,-107.27175,4853,-7,"America/Denver"
"TCT","Takotna Airport","Alaska",62.971944,-156.082778,825,-9,"America/Anchorage"
"TEB","Teterboro","New Jersey",40.850103,-74.060837,9,-5,"America/New_York"
"TEK","Tatitlek Airport","Alaska",60.8725,-146.691111,62,-9,"America/Anchorage"
"TEX","Telluride","Colorado",37.953759,-107.90848,9078,-7,"America/Denver"
"TIK","Tinker Afb","Oklahoma",35.414739,-97.386633,1291,-6,"America/Chicago"
"TIW","Tacoma Narrows Airport","Washington",47.267944,-122.57811,294,-8,"America/Los_Angeles"
"TIX","Space Coast Reg'l Airport","Florida",28.5148,-80.7992278,34,-5,"America/New_York"
"TKA","Talkeetna","Alaska",62.3205,-150.093694,358,-9,"America/Anchorage"
"TKE","Tenakee Seaplane Base","Alaska",57.779722,-135.218333,0,-9,"America/Anchorage"
"TKF","Truckee-Tahoe Airport","California",39.3200422,-120.1395628,5900,-8,"America/Los_Angeles"
"TKI","Collin County Regional Airport at Mc Kinney","Texas",33.1779444,-96.5905278,585,-6,"America/Chicago"
"TLA","Teller Airport","Alaska",65.240278,-166.339444,294,-9,"America/Anchorage"
"TLH","Tallahassee Rgnl","Florida",30.396528,-84.350333,81,-5,"America/New_York"
"TLJ","Tatalina Lrrs","Alaska",62.894369,-155.976525,964,-9,"America/Anchorage"
"TLT","Tuluksak Airport","Alaska",61.096944,-160.969444,30,-9,"America/Anchorage"
"TMA","Henry Tift Myers Airport","Georgia",31.4289814,-83.488545,355,-5,"America/New_York"
"TMB","Kendall Tamiami Executive","Florida",25.647889,-80.432777,8,-5,"America/New_York"
"TNC","Tin City LRRS Airport","Alaska",65.563056,-167.921667,269,-9,"America/Anchorage"
"TNK","Tununak Airport","Alaska",60.575556,-165.271667,14,-9,"America/Anchorage"
"TNT","Dade Collier Training And Transition","Florida",25.861806,-80.897,13,-5,"America/New_York"
"TNX","Tonopah Test Range","Nevada",37.798836,-116.78075,5549,-8,"America/Los_Angeles"
"TOA","Zamperini Field Airport","California",33.803392,-118.339611,101,-8,"America/Los_Angeles"
"TOC","Toccoa RG Letourneau Field Airport","Georgia",34.5928117,-83.2963717,996,-5,"America/New_York"
"TOG","Togiak Airport","Alaska",59.0528,-160.397,21,-9,"America/Anchorage"
"TOL","Toledo","Ohio",41.586806,-83.807833,684,-5,"America/New_York"
"TOP","Philip Billard Muni","Kansas",39.068657,-95.622482,881,-6,"America/Chicago"
"TPA","Tampa Intl","Florida",27.975472,-82.53325,26,-5,"America/New_York"
"TPL","Draughon Miller Central Texas Rgnl","Texas",31.1525,-97.407778,682,-6,"America/Chicago"
"TRI","Tri-Cities Regional Airport","Tennessee",36.4752222,-82.4074167,1519,-5,"America/New_York"
"TRM","Jacqueline Cochran Regional Airport","California",33.626666,-116.1596667,0,-8,"America/Los_Angeles"
"TSS","East 34th Street Heliport","New York",40.7425,-73.971944,10,-5,"America/New_York"
"TTD","Portland Troutdale","Oregon",45.54937,-122.401253,39,-8,"America/Los_Angeles"
"TTN","Trenton Mercer","New Jersey",40.276692,-74.813469,213,-5,"America/New_York"
"TUL","Tulsa Intl","Oklahoma",36.198389,-95.888111,677,-6,"America/Chicago"
"TUP","Tupelo Regional Airport","Mississippi",34.2681,-88.7699,346,-6,"America/Chicago"
"TUS","Tucson Intl","Arizona",32.116083,-110.941028,2643,-7,"America/Phoenix"
"TVC","Cherry Capital Airport","Michigan",44.741445,-85.582235,624,-5,"America/New_York"
"TVF","Thief River Falls","Minnesota",48.065556,-96.185,1116,-6,"America/Chicago"
"TVI","Thomasville Regional Airport","Georgia",30.9017921,-83.8811285,264,-5,"America/New_York"
"TVL","Lake Tahoe Airport","California",38.893889,-119.995278,8544,-8,"America/Los_Angeles"
"TWA","Twin Hills Airport","Alaska",59.074444,-160.275,82,-9,"America/Anchorage"
"TWD","Jefferson County Intl",NA,48.0314,-122.4838,108,-8,"America/Los_Angeles"
"TWF","Magic Valley Regional Airport","Idaho",42.481803,-114.487733,4151,-7,"America/Denver"
"TXK","Texarkana Rgnl Webb Fld","Arkansas",33.453722,-93.991028,390,-6,"America/Chicago"
"TYE","Tyonek Airport","Alaska",61.076667,-151.138056,110,-9,"America/Anchorage"
"TYR","Tyler Pounds Rgnl","Texas",32.354139,-95.402386,544,-6,"America/Chicago"
"TYS","Mc Ghee Tyson","Tennessee",35.810972,-83.994028,981,-5,"America/New_York"
"TZR","Bolton Field","Ohio",39.901111,-83.136944,905,-5,"America/New_York"
"U76","Mountain Home Municipal Airport","Idaho",43.1316111,-115.7305671,3167,-7,"America/Denver"
"UCA","Union Station","New York",43.104167,-75.223333,456,-5,"America/New_York"
"UDD","Bermuda Dunes Airport","California",33.7484375,-116.2748133,73,-8,"America/Los_Angeles"
"UDG","Darlington County Jetport","South Carolina",34.4493845,-79.8900608,192,-5,"America/New_York"
"UES","Waukesha County Airport","Wisconsin",43.0410278,-88.2370556,911,-6,"America/Chicago"
"UGN","Waukegan Rgnl","Illinois",42.422161,-87.867908,727,-6,"America/Chicago"
"UIN","Quincy Regional Baldwin Field","Illinois",39.9427,-91.1946,769,-6,"America/Chicago"
"UMP","Indianapolis Metropolitan Airport","Indiana",39.935278,-86.045,811,-5,"America/New_York"
"UNK","Unalakleet Airport","Alaska",63.888333,-160.798889,21,-9,"America/Anchorage"
"UPP","Upolu","Hawaii",20.265256,-155.859989,96,-10,"Pacific/Honolulu"
"UST","St. Augustine Airport","Florida",29.959167,-81.339722,10,-5,"America/New_York"
"UT3","Hite Airport","Utah",37.8916547,-110.3840289,3840,-7,"America/Denver"
"UTM","Tunica Municipal Airport","Mississippi",34.681,-90.3467,194,-6,"America/Chicago"
"UTO","Indian Mountain Lrrs","Alaska",65.992794,-153.704289,1220,-9,"America/Anchorage"
"UUK","Ugnu-Kuparuk Airport","Alaska",70.330833,-149.5975,67,-9,"America/Anchorage"
"UUU","Newport State","Rhode Island",41.533056,-71.282222,172,-5,"America/New_York"
"UVA","Garner Field","Texas",29.215429,-99.748962,942,-6,"America/Chicago"
"VAD","Moody Afb","Georgia",30.967833,-83.193,233,-5,"America/New_York"
"VAK","Chevak Airport","Alaska",61.5338,-165.584,75,-9,"America/Anchorage"
"VAY","South Jersey Regional Airport","New Jersey",39.9428889,-74.84575,53,-5,"America/New_York"
"VBG","Vandenberg Afb","California",34.737333,-120.584306,369,-8,"America/Los_Angeles"
"VCT","Victoria Regional Airport","Texas",28.8526,-96.9185,115,-6,"America/Chicago"
"VCV","Southern California Logistics","California",34.597453,-117.382997,2885,-8,"America/Los_Angeles"
"VDF","Tampa Executive Airport","Florida",28.0139772,-82.3452778,22,-5,"America/New_York"
"VDZ","Valdez Pioneer Fld","Alaska",61.133949,-146.248342,118,-9,"America/Anchorage"
"VEE","Venetie Airport","Alaska",67.008611,-146.366389,574,-9,"America/Anchorage"
"VEL","Vernal Regional Airport","Utah",40.440833,-109.51,5278,-7,"America/Denver"
"VGT","North Las Vegas Airport","Nevada",36.2106944,-115.1944444,2205,-8,"America/Los_Angeles"
"VIS","Visalia Municipal Airport","California",36.318611,-119.392778,295,-8,"America/Los_Angeles"
"VLD","Valdosta Regional Airport","Georgia",30.7825,-83.2767,203,-5,"America/New_York"
"VNW","Van Wert County Airport","Ohio",40.8638295,-84.606358,787,-5,"America/New_York"
"VNY","Van Nuys","California",34.209811,-118.489972,802,-8,"America/Los_Angeles"
"VOK","Volk Fld","Wisconsin",43.938956,-90.253433,912,-6,"America/Chicago"
"VPC","Cartersville Airport","Georgia",34.1231475,-84.8487067,759,-5,"America/New_York"
"VPS","Eglin Afb","Florida",30.48325,-86.5254,87,-6,"America/Chicago"
"VRB","Vero Beach Muni","Florida",27.655556,-80.417944,24,-5,"America/New_York"
"VSF","Hartness State","Vermont",43.343333,-72.517222,577,-5,"America/New_York"
"VYS","Illinois Valley Regional","Illinois",41.351944,-89.153056,654,-6,"America/Chicago"
"W04","Ocean Shores Municipal",NA,46.5995,-124.0854,15,-8,"America/Los_Angeles"
"W13","Eagle's Nest Airport","Virginia",38.076944,-78.944167,1437,-5,"America/New_York"
"WAA","Wales Airport","Alaska",65.6225,-168.095,22,-9,"America/Anchorage"
"WAL","Wallops Flight Facility","Virginia",37.940194,-75.466389,40,-5,"America/New_York"
"WAS","All Airports","District of Columbia",38.889444,-77.035278,25,-5,"America/New_York"
"WBB","Stebbins Airport","Alaska",63.515833,-162.278056,14,-9,"America/Anchorage"
"WBQ","Beaver Airport","Alaska",66.362222,-147.406667,359,-9,"America/Anchorage"
"WBU","Boulder Municipal","Colorado",40.039444,-105.225833,5288,-7,"America/Denver"
"WBW","Wilkes-Barre Wyoming Valley Airport","Pennsylvania",41.2973074,-75.8522405,543,-5,"America/New_York"
"WDR","Barrow County Airport","Georgia",33.9828611,-83.6674167,943,-5,"America/New_York"
"WFB","Ketchikan harbor Seaplane Base","Alaska",55.344444,-131.663333,0,-9,"America/Anchorage"
"WFK","Northern Aroostook Regional Airport","Maine",47.285556,-68.312778,988,-5,"America/New_York"
"WHD","Hyder Seaplane Base",NA,55.903333,-130.006667,0,-8,"America/Vancouver"
"WHP","Whiteman Airport","California",34.2593253,-118.4134331,1003,-8,"America/Los_Angeles"
"WIH","Wishram Amtrak Station","Oregon",45.6576,-120.9664,1,-8,"America/Los_Angeles"
"WKK","Aleknagik Airport","Alaska",59.2826,-158.618,66,-9,"America/Anchorage"
"WKL","Waikoloa Heliport","Hawaii",19.9136,-155.864,109,-10,"Pacific/Honolulu"
"WLK","Selawik Airport","Alaska",66.6,-159.985833,17,-9,"America/Anchorage"
"WMO","White Mountain Airport","Alaska",64.689167,-163.412778,267,-9,"America/Anchorage"
"WRB","Robins Afb","Georgia",32.640144,-83.59185,294,-5,"America/New_York"
"WRG","Wrangell Airport","Alaska",56.4843,-132.37,44,-9,"America/Anchorage"
"WRI","Mc Guire Afb","New Jersey",40.015556,-74.591667,131,-5,"America/New_York"
"WRL","Worland Municipal Airport","Wyoming",43.9657,-107.951,4227,-7,"America/Denver"
"WSD","Condron Aaf","New Mexico",32.341484,-106.40277,3934,-7,"America/Denver"
"WSJ","San Juan - Uganik Seaplane Base","Alaska",57.730278,-153.320556,0,-9,"America/Anchorage"
"WSN","South Naknek Airport","Alaska",58.702222,-157.0025,162,-9,"America/Anchorage"
"WST","Westerly State Airport","Rhode Island",41.349722,-71.803333,81,-5,"America/New_York"
"WSX","Westsound Seaplane Base","Washington",48.617778,-122.952778,0,-8,"America/Los_Angeles"
"WTK","Noatak Airport","Alaska",67.5661,-162.975,88,-9,"America/Anchorage"
"WTL","Tuntutuliak Airport","Alaska",60.335278,-162.666944,16,-9,"America/Anchorage"
"WWD","Cape May Co","New Jersey",39.008507,-74.908275,23,-5,"America/New_York"
"WWP","North Whale Seaplane Base","Alaska",56.116389,-133.121667,0,-9,"America/Anchorage"
"WWT","Newtok Airport","Alaska",60.939167,-164.641111,25,-9,"America/Anchorage"
"WYS","Yellowstone Airport","Montana",44.688333,-111.1175,6644,-7,"America/Denver"
"X01","Everglades Airpark","Florida",25.8488611,-81.3902778,5,-5,"America/New_York"
"X04","Apopka","Florida",28.707222,-81.581667,143,-5,"America/New_York"
"X07","Lake Wales Municipal Airport","Florida",27.8938056,-81.6203889,127,-5,"America/New_York"
"X21","Arthur Dunn Airpark","Florida",28.622552,-80.83541,30,-5,"America/New_York"
"X26","Sebastian Municipal","Florida",27.81325,-80.4955833,21,-5,"America/New_York"
"X39","Tampa North Aero Park","Florida",28.221278,-82.374555,68,-5,"America/New_York"
"X49","South Lakeland Airport","Florida",27.9333581,-82.0439739,110,-5,"America/New_York"
"X59","Valkaria Municipal","Florida",27.9608611,-80.5583333,26,-5,"America/New_York"
"XFL","Flagler County Airport","Florida",29.2821,-81.1212,33,-5,"America/New_York"
"XNA","NW Arkansas Regional","Arkansas",36.2818694,-94.3068111,1287,-6,"America/Chicago"
"XZK","Amherst Amtrak Station AMM","Massachusetts",42.375,-72.511389,258,-5,"America/New_York"
"Y51","Municipal Airport","Wisconsin",43.5793603,-90.8964742,1292,-6,"America/Chicago"
"Y72","Bloyer Field","Wisconsin",43.9762222,-90.4806111,966,-6,"America/Chicago"
"YAK","Yakutat",NA,59.3012,-139.3937,33,-9,"\N"
"YIP","Willow Run","Michigan",42.237928,-83.530408,716,-5,"America/New_York"
"YKM","Yakima Air Terminal McAllister Field","Washington",46.5682,-120.544,1095,-8,"America/Los_Angeles"
"YKN","Chan Gurney","South Dakota",42.8711,-97.3969,1200,-6,"America/Chicago"
"YNG","Youngstown Warren Rgnl","Ohio",41.260736,-80.679097,1196,-5,"America/New_York"
"YUM","Yuma Mcas Yuma Intl","Arizona",32.656578,-114.60598,216,-7,"America/Phoenix"
"Z84","Clear","Alaska",64.301203,-149.120144,552,-9,"America/Anchorage"
"ZBP","Penn Station","Maryland",39.307222,-76.615556,66,-5,"America/New_York"
"ZFV","Philadelphia 30th St Station","Pennsylvania",39.9557,-75.182,0,-5,"America/New_York"
"ZPH","Municipal Airport","Florida",28.228056,-82.155833,90,-5,"America/New_York"
"ZRA","Atlantic City Rail Terminal","New Jersey",39.3665,-74.442,8,-5,"America/New_York"
"ZRD","Train Station","Virginia",37.5343,-77.42945,26,-5,"America/New_York"
"ZRP","Newark Penn Station","New Jersey",40.734722,-74.164167,0,-5,"America/New_York"
"ZRT","Hartford Union Station","Connecticut",41.76888,-72.6815,0,-5,"America/New_York"
"ZRZ","New Carrollton Rail Station","Maryland",38.948,-76.8719,39,-5,"America/New_York"
"ZSF","Springfield Amtrak Station","Massachusetts",42.106,-72.593054,65,-5,"America/New_York"
"ZSY","Scottsdale Airport","Arizona",33.6228889,-111.9105278,1519,-7,"America/Phoenix"
"ZTF","Stamford Amtrak Station","Connecticut",41.046937,-73.541493,0,-5,"America/New_York"
"ZTY","Boston Back Bay Station","Massachusetts",42.3478,-71.075,20,-5,"America/New_York"
"ZUN","Black Rock","New Mexico",35.083228,-108.791778,6454,-7,"America/Denver"
"ZVE","New Haven Rail Station","Connecticut",41.298669,-72.925992,7,-5,"America/New_York"
"ZWI","Wilmington Amtrak Station","Delaware",39.736667,-75.551667,0,-5,"America/New_York"
"ZWU","Washington Union Station","District of Columbia",38.89746,-77.00643,76,-5,"America/New_York"
"ZYP","Penn Station","New York",40.7505,-73.9935,35,-5,"America/New_York"
